ID,Name in English,Degree of endangerment,Countries,Number of speakers,country_count,naive_speakers_per_country
1438,Yaghnobi,Definitely endangered,Tajikistan,20000.0,1,20000.0
384,Sorbian,Definitely endangered,Germany,19500.0,1,19500.0
1189,Hrangkhol,Vulnerable,India,19000.0,1,19000.0
1959,Terena,Severely endangered,Brazil,19000.0,1,19000.0
1187,Biete,Definitely endangered,India,19000.0,1,19000.0
1379,Wakhi,Definitely endangered,"China, Pakistan, Tajikistan, Afghanistan",75000.0,4,18750.0
1092,Kulung,Vulnerable,Nepal,18686.0,1,18686.0
617,Kaingang,Definitely endangered,Brazil,18500.0,1,18500.0
1278,Lowland Mazatec,Vulnerable,Mexico,18389.0,1,18389.0
1797,Vafsi,Definitely endangered,Iran (Islamic Republic of),18000.0,1,18000.0
1310,Bassari,Vulnerable,Senegal,17910.0,1,17910.0
296,Sikuani,Vulnerable,"Colombia, Venezuela (Bolivarian Republic of)",34614.0,2,17307.0
1307,Bayot,Vulnerable,Senegal,17150.0,1,17150.0
1712,Tamahaq (Libya),Definitely endangered,Libyan Arab Jamahiriya,17000.0,1,17000.0
1142,Pochuri,Vulnerable,India,17000.0,1,17000.0
276,Swampy Cree,Vulnerable,Canada,16685.0,1,16685.0
2261,Cuona Menba,Vulnerable,"Bhutan, China, India",50000.0,3,16666.666666666668
1583,Koraga,Critically endangered,India,16665.0,1,16665.0
1684,Oyda,Vulnerable,Ethiopia,16597.0,1,16597.0
1560,Pangvali,Critically endangered,India,16285.0,1,16285.0
654,Shipibo-Conibo,Definitely endangered,Peru,16085.0,1,16085.0
109,Amba,Vulnerable,Uganda,16000.0,1,16000.0
1077,Abaza,Definitely endangered,"Russian Federation, Turkey",31000.0,2,15500.0
1051,Tsez,Definitely endangered,Russian Federation,15356.0,1,15356.0
2162,Tayurayt,Vulnerable,Algeria,15000.0,1,15000.0
2324,Totoli,Vulnerable,Indonesia,15000.0,1,15000.0
1378,Rushani,Definitely endangered,"Tajikistan, Afghanistan",30000.0,2,15000.0
1289,Tagargrent,Severely endangered,Algeria,15000.0,1,15000.0
6,Siwi,Definitely endangered,Egypt,15000.0,1,15000.0
421,Vojvodina Rusyn,Definitely endangered,"Croatia, Serbia",30000.0,2,15000.0
2221,"Mok (Myanmar, Thailand)",Definitely endangered,"Myanmar, Thailand",30000.0,2,15000.0
1145,Ha-lung Tibetan,Definitely endangered,Nepal,15000.0,1,15000.0
2254,Juk,Definitely endangered,Lao People's Democratic Republic,15000.0,1,15000.0
2445,Hlersu,Vulnerable,China,15000.0,1,15000.0
2401,Nyoe,Definitely endangered,Thailand,15000.0,1,15000.0
2448,Naluo,Vulnerable,China,15000.0,1,15000.0
1361,Nahali,Definitely endangered,India,15000.0,1,15000.0
648,Macushi (Brazil),Vulnerable,Brazil,15000.0,1,15000.0
539,Lavua,Definitely endangered,Thailand,15000.0,1,15000.0
2434,Laemae,Severely endangered,China,15000.0,1,15000.0
24,Gurdu-Mbaaru,Severely endangered,Nigeria,15000.0,1,15000.0
1180,Gangte,Definitely endangered,India,15000.0,1,15000.0
1773,Dari,Definitely endangered,Iran (Islamic Republic of),15000.0,1,15000.0
2246,Chrau,Definitely endangered,Viet Nam,15000.0,1,15000.0
2294,Semai,Severely endangered,Malaysia,15000.0,1,15000.0
1719,Shatt,Severely endangered,Sudan,15000.0,1,15000.0
1681,Kwama,Vulnerable,Ethiopia,15000.0,1,15000.0
1425,Bonan,Definitely endangered,China,15000.0,1,15000.0
2432,Ersu,Definitely endangered,China,15000.0,1,15000.0
1250,Dzala,Vulnerable,Bhutan,15000.0,1,15000.0
871,O'odham (Tohono),Definitely endangered,United States of America,15000.0,1,15000.0
1524,O'odham (Akimel),Definitely endangered,United States of America,15000.0,1,15000.0
2031,Paiwan,Vulnerable,China,15000.0,1,15000.0
2428,Rao,Definitely endangered,China,15000.0,1,15000.0
286,Aruaco,Vulnerable,Colombia,14799.0,1,14799.0
1036,Rutul,Definitely endangered,"Azerbaijan, Russian Federation",29383.0,2,14691.5
441,Yakkha,Critically endangered,Nepal,14648.0,1,14648.0
1584,Kuruba,Critically endangered,India,14613.0,1,14613.0
707,Tuamotuan,Definitely endangered,French Polynesia (France),14400.0,1,14400.0
62,Katla,Definitely endangered,Sudan,14208.0,1,14208.0
294,Garífuna (Belize),Vulnerable,Belize,14061.0,1,14061.0
1109,Thulung,Definitely endangered,Nepal,14034.0,1,14034.0
2574,Uhunduni,Vulnerable,Indonesia,14000.0,1,14000.0
1666,Guajajara,Vulnerable,Brazil,14000.0,1,14000.0
703,Niuean,Definitely endangered,Niue,14000.0,1,14000.0
1300,Gusilay,Vulnerable,Senegal,13950.0,1,13950.0
1816,Xavante,Vulnerable,Brazil,13303.0,1,13303.0
1721,Tagoi,Severely endangered,Sudan,13000.0,1,13000.0
11,Nalu,Definitely endangered,Guinea,13000.0,1,13000.0
1168,Khampti,Vulnerable,India,13000.0,1,13000.0
2304,Dondo,Vulnerable,Indonesia,13000.0,1,13000.0
71,Karko,Definitely endangered,Sudan,12986.0,1,12986.0
939,San Mateo del Mar Huave,Vulnerable,Mexico,12667.0,1,12667.0
396,Olonetsian,Definitely endangered,"Finland, Russian Federation",25000.0,2,12500.0
1061,Tsakhur,Definitely endangered,"Azerbaijan, Russian Federation",25000.0,2,12500.0
1513,Banat Bulgarian,Definitely endangered,"Romania, Serbia",25000.0,2,12500.0
1006,Saek,Definitely endangered,"Lao People's Democratic Republic, Thailand",25000.0,2,12500.0
1964,Warao,Definitely endangered,"Guyana, Venezuela (Bolivarian Republic of)",25000.0,2,12500.0
1751,Q'eqchi' (Belize),Vulnerable,Belize,12366.0,1,12366.0
52,Kadaru,Definitely endangered,Sudan,12360.0,1,12360.0
1286,Mazatlán Mazatec,Vulnerable,Mexico,12340.0,1,12340.0
1309,Badiaranke,Severely endangered,Guinea,12205.0,1,12205.0
1333,Yurt Tatar,Definitely endangered,Russian Federation,12000.0,1,12000.0
2618,Tobada',Extinct,Indonesia,12000.0,1,12000.0
2435,Muya,Vulnerable,China,12000.0,1,12000.0
556,Samei,Severely endangered,China,12000.0,1,12000.0
2617,Tajio,Vulnerable,Indonesia,12000.0,1,12000.0
1090,Hill Miri,Definitely endangered,India,12000.0,1,12000.0
1606,Bangani,Critically endangered,India,12000.0,1,12000.0
1046,Chamalal,Definitely endangered,Russian Federation,12000.0,1,12000.0
2327,Alune,Vulnerable,Indonesia,12000.0,1,12000.0
2238,Chru,Vulnerable,Viet Nam,12000.0,1,12000.0
2446,Jinuo,Definitely endangered,China,12000.0,1,12000.0
1489,Yaqui (Mexico),Vulnerable,Mexico,11806.0,1,11806.0
1784,Ch'orti' (Guatemala),Definitely endangered,Guatemala,11734.0,1,11734.0
919,Filomeno Mata Totonac,Vulnerable,Mexico,11710.0,1,11710.0
742,Ticuna,Definitely endangered,"Brazil, Colombia, Peru",35000.0,3,11666.666666666666
917,Northern Totonac,Critically endangered,Mexico,11529.0,1,11529.0
1802,Hawrami,Definitely endangered,"Iran (Islamic Republic of), Iraq",23000.0,2,11500.0
19,Tuwuli,Vulnerable,Ghana,11400.0,1,11400.0
1824,Poqomam,Definitely endangered,Guatemala,11273.0,1,11273.0
731,Machiguenga,Definitely endangered,Peru,11000.0,1,11000.0
1963,Piaroa (Venezuela),Vulnerable,Venezuela (Bolivarian Republic of),11000.0,1,11000.0
683,Kari'ña (Venezuela),Severely endangered,Venezuela (Bolivarian Republic of),11000.0,1,11000.0
322,Waunana (Colombia),Vulnerable,Colombia,11000.0,1,11000.0
714,Tuvaluan,Definitely endangered,Tuvalu,11000.0,1,11000.0
1296,Noon,Vulnerable,Senegal,10925.0,1,10925.0
1102,Sampang,Vulnerable,Nepal,10810.0,1,10810.0
690,Central Alaskan Yupik (2),Vulnerable,United States of America,10400.0,1,10400.0
691,Central Alaskan Yupik (Nuniak Island),Vulnerable,United States of America,10400.0,1,10400.0
2665,Bukiyip,Vulnerable,Papua New Guinea,10304.0,1,10304.0
2610,Saparua,Definitely endangered,Indonesia,10216.0,1,10216.0
1083,Darai,Severely endangered,Nepal,10210.0,1,10210.0
1303,Bandial,Vulnerable,Senegal,10125.0,1,10125.0
55,Bongo,Definitely endangered,Sudan,10084.0,1,10084.0
1484,Northwestern Tarahumara,Vulnerable,Mexico,10031.0,1,10031.0
483,Northern Khanty,Definitely endangered,Russian Federation,10000.0,1,10000.0
394,North Frisian,Severely endangered,Germany,10000.0,1,10000.0
1956,Mojo,Definitely endangered,Bolivia (Plurinational State of),10000.0,1,10000.0
120,Vidunda,Vulnerable,United Republic of Tanzania,10000.0,1,10000.0
2027,Tayal,Vulnerable,China,10000.0,1,10000.0
1723,Temein,Severely endangered,Sudan,10000.0,1,10000.0
2296,Temiar,Definitely endangered,Malaysia,10000.0,1,10000.0
1246,Kurtöp,Vulnerable,Bhutan,10000.0,1,10000.0
1055,Kryz,Severely endangered,Azerbaijan,10000.0,1,10000.0
1298,Karone,Vulnerable,Senegal,10000.0,1,10000.0
1516,Karelian (Tver),Definitely endangered,Russian Federation,10000.0,1,10000.0
139,Karang,Vulnerable,Chad,10000.0,1,10000.0
2173,Hulaula (Israel),Severely endangered,Israel,10000.0,1,10000.0
344,Dalecarlian,Definitely endangered,Sweden,10000.0,1,10000.0
903,Cherokee (Oklahoma),Definitely endangered,United States of America,10000.0,1,10000.0
743,Chayahuita,Definitely endangered,Peru,10000.0,1,10000.0
119,Burunge,Vulnerable,United Republic of Tanzania,10000.0,1,10000.0
2029,Bunun,Vulnerable,China,10000.0,1,10000.0
1678,Bukharic,Definitely endangered,Uzbekistan,10000.0,1,10000.0
718,Tamazight (Tunisia),Severely endangered,Tunisia,10000.0,1,10000.0
2410,Talu,Vulnerable,China,10000.0,1,10000.0
2331,Taba,Vulnerable,Indonesia,10000.0,1,10000.0
2440,Southern Tujia,Severely endangered,China,10000.0,1,10000.0
461,Solon,Definitely endangered,China,10000.0,1,10000.0
1718,Otoro,Severely endangered,Sudan,10000.0,1,10000.0
327,Karelian (Karelia),Definitely endangered,"Finland, Russian Federation",20000.0,2,10000.0
1350,Burgenland Croatian,Definitely endangered,"Austria, Hungary, Slovakia",30000.0,3,10000.0
440,Lepcha,Definitely endangered,"Bhutan, India, Nepal",30000.0,3,10000.0
1448,Crimean Tatar (Dobruja),Severely endangered,"Bulgaria, Romania",20000.0,2,10000.0
1965,Pemon (Venezuela),Vulnerable,"Guyana, Venezuela (Bolivarian Republic of)",20000.0,2,10000.0
27,Ngwaba,Severely endangered,Nigeria,10000.0,1,10000.0
1948,Ñandeva Guarani,Vulnerable,Brazil,10000.0,1,10000.0
1589,Naiki,Critically endangered,India,10000.0,1,10000.0
1198,Muot,Critically endangered,India,10000.0,1,10000.0
1343,Algherese Catalan,Definitely endangered,Italy,10000.0,1,10000.0
2430,Baima,Vulnerable,China,10000.0,1,10000.0
330,Aragonese,Definitely endangered,Spain,10000.0,1,10000.0
2447,Miqie,Definitely endangered,China,10000.0,1,10000.0
535,Lamgang,Critically endangered,India,10000.0,1,10000.0
1008,Nyah Kur,Definitely endangered,Thailand,10000.0,1,10000.0
1248,Nyenkha,Vulnerable,Bhutan,10000.0,1,10000.0
2283,Orang Hulu,Definitely endangered,Malaysia,10000.0,1,10000.0
291,Kogui,Vulnerable,Colombia,9911.0,1,9911.0
1297,Paloor,Vulnerable,Senegal,9680.0,1,9680.0
1780,Awakatek (Guatemala),Vulnerable,Guatemala,9613.0,1,9613.0
1541,Choctaw (Louisiana),Vulnerable,United States of America,9500.0,1,9500.0
1542,Choctaw (Oklahoma),Vulnerable,United States of America,9500.0,1,9500.0
896,Choctaw (Mississipi),Vulnerable,United States of America,9500.0,1,9500.0
1595,Kati,Definitely endangered,"Pakistan, Afghanistan",18700.0,2,9350.0
1088,Khaling,Definitely endangered,Nepal,9288.0,1,9288.0
1485,Western Tarahumara,Vulnerable,Mexico,9196.0,1,9196.0
2362,Nunavimmiutitut,Vulnerable,Canada,9105.0,1,9105.0
275,Woods Cree,Vulnerable,Canada,9095.0,1,9095.0
2244,Phula (Viet Nam),Definitely endangered,Viet Nam,9046.0,1,9046.0
2581,Helong,Severely endangered,Indonesia,9000.0,1,9000.0
1889,Panamahka,Vulnerable,Nicaragua,9000.0,1,9000.0
2337,Lisela,Vulnerable,Indonesia,9000.0,1,9000.0
1085,Dol-po,Definitely endangered,Nepal,9000.0,1,9000.0
880,Zuni,Vulnerable,United States of America,9000.0,1,9000.0
1750,Mopán (Belize),Severely endangered,Belize,8980.0,1,8980.0
1728,Tulishi,Severely endangered,Sudan,8628.0,1,8628.0
1685,Ts'amay,Definitely endangered,Ethiopia,8621.0,1,8621.0
1016,Central Cuicatec,Vulnerable,Mexico,8621.0,1,8621.0
1604,Phalura,Definitely endangered,Pakistan,8600.0,1,8600.0
1268,Northern Popoloc,Vulnerable,Mexico,8597.0,1,8597.0
1274,Ixcatlán Mazatec,Vulnerable,Mexico,8593.0,1,8593.0
918,Patla-Chicontla Totonac,Severely endangered,Mexico,8590.0,1,8590.0
1647,Toram,Severely endangered,Chad,8456.0,1,8456.0
994,Northwestern Tlapanec,Vulnerable,Mexico,8409.0,1,8409.0
271,Dene,Vulnerable,Canada,8195.0,1,8195.0
1526,Micmac (Massachusetts),Definitely endangered,United States of America,8145.0,1,8145.0
1853,Inga,Severely endangered,Colombia,8000.0,1,8000.0
2424,Lajia,Definitely endangered,China,8000.0,1,8000.0
67,Kanga,Severely endangered,Sudan,8000.0,1,8000.0
1980,Hachijō,Definitely endangered,Japan,8000.0,1,8000.0
1675,Mundurukú,Vulnerable,Brazil,8000.0,1,8000.0
88,Argobba,Critically endangered,Ethiopia,8000.0,1,8000.0
708,Austral dialects,Definitely endangered,French Polynesia (France),8000.0,1,8000.0
1693,Belanda Bor,Definitely endangered,Sudan,8000.0,1,8000.0
1726,Tingal,Definitely endangered,Sudan,8000.0,1,8000.0
586,Quichua (Salasaca),Definitely endangered,Ecuador,8000.0,1,8000.0
1182,Rongpo,Vulnerable,India,8000.0,1,8000.0
557,Sanyi,Severely endangered,China,8000.0,1,8000.0
2284,Temuan,Severely endangered,Malaysia,8000.0,1,8000.0
739,Yanesha,Severely endangered,Peru,8000.0,1,8000.0
2402,Wunai Bunu,Definitely endangered,China,8000.0,1,8000.0
735,Wampis,Vulnerable,Peru,8000.0,1,8000.0
767,Ojibwe,Severely endangered,United States of America,8000.0,1,8000.0
1701,Feroge,Vulnerable,Sudan,8000.0,1,8000.0
2187,Mbya Guarani (Paraguay),Definitely endangered,Paraguay,8000.0,1,8000.0
1255,Lakha,Definitely endangered,Bhutan,8000.0,1,8000.0
1369,Mam (Mexico),Severely endangered,Mexico,7977.0,1,7977.0
1318,Pana,Definitely endangered,Burkina Faso,7800.0,1,7800.0
1983,Macushi (Guyana),Vulnerable,Guyana,7750.0,1,7750.0
466,Chukchi,Severely endangered,Russian Federation,7742.0,1,7742.0
1875,Cabécar,Vulnerable,Costa Rica,7622.0,1,7622.0
593,Awa Cuaiquer,Critically endangered,Colombia,7500.0,1,7500.0
2172,Lishana Deni (Israel),Severely endangered,Israel,7500.0,1,7500.0
393,North Saami,Definitely endangered,"Finland, Norway, Russian Federation, Sweden",30000.0,4,7500.0
925,Central Pame,Vulnerable,Mexico,7399.0,1,7399.0
1702,Mebengokre,Vulnerable,Brazil,7266.0,1,7266.0
1015,Quechua of Peruvian Amazonia,Vulnerable,Peru,7200.0,1,7200.0
2301,Bashkardi,Definitely endangered,Iran (Islamic Republic of),7000.0,1,7000.0
2061,Gazi,Definitely endangered,Iran (Islamic Republic of),7000.0,1,7000.0
2302,Soi,Definitely endangered,Iran (Islamic Republic of),7000.0,1,7000.0
91,Burji,Vulnerable,Kenya,7000.0,1,7000.0
2431,Choyi,Definitely endangered,China,7000.0,1,7000.0
1217,Asur,Definitely endangered,India,7000.0,1,7000.0
1190,Bawm,Definitely endangered,"Bangladesh, India",14000.0,2,7000.0
1783,Nayini,Severely endangered,Iran (Islamic Republic of),7000.0,1,7000.0
103,Segeju,Severely endangered,United Republic of Tanzania,7000.0,1,7000.0
1795,Sivandi,Definitely endangered,Iran (Islamic Republic of),7000.0,1,7000.0
1786,Natanzi,Severely endangered,Iran (Islamic Republic of),7000.0,1,7000.0
1852,Tucano (Brazil),Vulnerable,Brazil,7000.0,1,7000.0
320,Wapishana (Guyana),Vulnerable,Guyana,7000.0,1,7000.0
1332,Karagash,Definitely endangered,Russian Federation,7000.0,1,7000.0
2433,Guichong,Vulnerable,China,7000.0,1,7000.0
2438,Zhaba,Vulnerable,China,7000.0,1,7000.0
1828,Sakapultek,Definitely endangered,Guatemala,6973.0,1,6973.0
1677,Chara,Vulnerable,Ethiopia,6932.0,1,6932.0
1902,Waunana (Panama),Severely endangered,Panama,6882.0,1,6882.0
694,San Francisco del Mar Huave,Critically endangered,Mexico,6874.0,1,6874.0
692,Northern East Cree,Vulnerable,Canada,6870.0,1,6870.0
1317,Micmac (Canada),Vulnerable,Canada,6850.0,1,6850.0
2720,Northern Tepehuán,Definitely endangered,Mexico,6802.0,1,6802.0
879,Rio Grande Keresan,Definitely endangered,United States of America,6685.0,1,6685.0
1281,Western Mazatec,Vulnerable,Mexico,6639.0,1,6639.0
1676,Bussa,Vulnerable,Ethiopia,6624.0,1,6624.0
1694,Beli,Definitely endangered,Sudan,6600.0,1,6600.0
57,Thuri,Vulnerable,Sudan,6600.0,1,6600.0
2444,Chesu,Definitely endangered,China,6600.0,1,6600.0
1053,Karata,Definitely endangered,Russian Federation,6574.0,1,6574.0
2375,Saulteau,Vulnerable,Canada,6558.0,1,6558.0
1166,Kumāle,Severely endangered,Nepal,6533.0,1,6533.0
929,Lower Northwestern Otomí,Vulnerable,Mexico,6509.0,1,6509.0
83,Dimme,Vulnerable,Ethiopia,6501.0,1,6501.0
1729,Tumtum,Severely endangered,Sudan,6500.0,1,6500.0
585,Chiquitano (Bolivia),Definitely endangered,Bolivia (Plurinational State of),6500.0,1,6500.0
1042,Bezhta,Definitely endangered,Russian Federation,6461.0,1,6461.0
1115,Thakali,Vulnerable,Nepal,6441.0,1,6441.0
74,Dongotono,Vulnerable,Sudan,6219.0,1,6219.0
1763,Mawé,Vulnerable,Brazil,6219.0,1,6219.0
498,Shor,Severely endangered,Russian Federation,6210.0,1,6210.0
992,Central Tlapanec,Vulnerable,Mexico,6191.0,1,6191.0
2366,Oji-Cree,Vulnerable,Canada,6110.0,1,6110.0
65,Keiga,Severely endangered,Sudan,6072.0,1,6072.0
1014,Quechua of San Martín,Severely endangered,Peru,6000.0,1,6000.0
785,Western Apache,Definitely endangered,United States of America,6000.0,1,6000.0
1060,Tindi,Definitely endangered,Russian Federation,6000.0,1,6000.0
2299,Parachi,Definitely endangered,Afghanistan,6000.0,1,6000.0
1818,Nheengatu / Yeral (Brazil),Severely endangered,Brazil,6000.0,1,6000.0
323,Yanomami (Brazil),Vulnerable,Brazil,6000.0,1,6000.0
1460,Yazgulami,Severely endangered,Tajikistan,6000.0,1,6000.0
1879,Mbya Guarani (Brazil),Vulnerable,Brazil,6000.0,1,6000.0
32,Geji cluster,Severely endangered,Nigeria,6000.0,1,6000.0
1631,Cashinahua (Brazil),Vulnerable,Brazil,6000.0,1,6000.0
2271,Ampibabo Lauje,Vulnerable,Indonesia,6000.0,1,6000.0
1293,Sawkna,Critically endangered,Libyan Arab Jamahiriya,6000.0,1,6000.0
2624,Nauruan,Severely endangered,Nauru,6000.0,1,6000.0
432,Chantyal,Definitely endangered,Nepal,5912.0,1,5912.0
2341,Mortlockese,Definitely endangered,Micronesia (Federated States of),5904.0,1,5904.0
1039,Akhvakh,Definitely endangered,Russian Federation,5793.0,1,5793.0
420,Veps,Severely endangered,Russian Federation,5753.0,1,5753.0
1733,Komo,Definitely endangered,"Ethiopia, Sudan",11500.0,2,5750.0
2372,Qikiqtaaluk nigiani,Vulnerable,Canada,5740.0,1,5740.0
1829,Sipakapense,Definitely endangered,Guatemala,5687.0,1,5687.0
1871,Bribri (Costa Rica),Vulnerable,Costa Rica,5647.0,1,5647.0
1301,Bainouk-Gunyaamolo,Vulnerable,Senegal,5635.0,1,5635.0
1305,Kwatay,Severely endangered,Senegal,5625.0,1,5625.0
2248,Baheng (Viet Nam),Vulnerable,Viet Nam,5569.0,1,5569.0
1084,Idu,Definitely endangered,"China, India",11101.0,2,5550.5
909,Central Zoque,Definitely endangered,Mexico,5500.0,1,5500.0
1605,Dameli,Severely endangered,Pakistan,5500.0,1,5500.0
1603,Yidgha,Definitely endangered,Pakistan,5500.0,1,5500.0
1138,Sak (Bangladesh),Severely endangered,Bangladesh,5500.0,1,5500.0
1486,Southeastern Tarahumara,Vulnerable,Mexico,5406.0,1,5406.0
634,Chimané,Vulnerable,Bolivia (Plurinational State of),5300.0,1,5300.0
73,Dilling,Definitely endangered,Sudan,5295.0,1,5295.0
851,San Dionisio del Mar Huave,Definitely endangered,Mexico,5165.0,1,5165.0
72,Lafofa,Severely endangered,Sudan,5140.0,1,5140.0
2524,Damal,Vulnerable,Indonesia,5000.0,1,5000.0
300,"Kurripako (Colombia, Venezuela)",Definitely endangered,"Colombia, Venezuela (Bolivarian Republic of)",10000.0,2,5000.0
1079,Trukhmen,Definitely endangered,"Russian Federation, Turkmenistan",10000.0,2,5000.0
1435,Bartangi,Severely endangered,Tajikistan,5000.0,1,5000.0
310,Pume,Definitely endangered,Venezuela (Bolivarian Republic of),5000.0,1,5000.0
900,Creek,Definitely endangered,United States of America,5000.0,1,5000.0
444,Brokpa,Definitely endangered,Bhutan,5000.0,1,5000.0
128,Khwe,Definitely endangered,Namibia,5000.0,1,5000.0
2429,Anung (China),Critically endangered,China,5000.0,1,5000.0
288,Barí,Vulnerable,Colombia,5000.0,1,5000.0
1671,Bambassi,Definitely endangered,Ethiopia,5000.0,1,5000.0
1040,Bagvalal,Definitely endangered,Russian Federation,5000.0,1,5000.0
1188,Kom,Definitely endangered,India,5000.0,1,5000.0
2068,Khojki,Severely endangered,Oman,5000.0,1,5000.0
529,Kathu,Definitely endangered,China,5000.0,1,5000.0
117,Kami,Severely endangered,United Republic of Tanzania,5000.0,1,5000.0
1962,Jibbali,Severely endangered,Oman,5000.0,1,5000.0
1193,Pu,Critically endangered,India,5000.0,1,5000.0
450,Dagur (Hailar),Definitely endangered,China,5000.0,1,5000.0
30,Ilue,Critically endangered,Nigeria,5000.0,1,5000.0
870,Hopi,Vulnerable,United States of America,5000.0,1,5000.0
1597,Gutnish,Definitely endangered,Sweden,5000.0,1,5000.0
1922,Guarayu,Definitely endangered,Bolivia (Plurinational State of),5000.0,1,5000.0
1206,Gorum,Definitely endangered,India,5000.0,1,5000.0
123,Dhaiso,Definitely endangered,United Republic of Tanzania,5000.0,1,5000.0
2313,Padoe,Vulnerable,Indonesia,5000.0,1,5000.0
307,Patamona (Guyana),Vulnerable,Guyana,5000.0,1,5000.0
2002,Cubeo (Colombia),Vulnerable,Colombia,5000.0,1,5000.0
1103,Singpho,Definitely endangered,India,5000.0,1,5000.0
1602,Kalasha,Severely endangered,Pakistan,5000.0,1,5000.0
1349,Molise Croatian,Severely endangered,Italy,5000.0,1,5000.0
2436,Namuyi,Vulnerable,China,5000.0,1,5000.0
605,"Huitoto (Colombia, Peru)",Definitely endangered,"Colombia, Peru",10000.0,2,5000.0
2243,Mo'ang (Viet Nam),Definitely endangered,Viet Nam,5000.0,1,5000.0
709,Manihiki,Definitely endangered,Cook Islands,5000.0,1,5000.0
2426,Mak,Definitely endangered,China,5000.0,1,5000.0
1216,Turi,Definitely endangered,India,5000.0,1,5000.0
1979,Yecuana (Venezuela),Vulnerable,Venezuela (Bolivarian Republic of),5000.0,1,5000.0
1063,Udi (Azerbaijan),Severely endangered,Azerbaijan,5000.0,1,5000.0
2183,Korandje,Severely endangered,Algeria,5000.0,1,5000.0
531,Lachi,Definitely endangered,Viet Nam,5000.0,1,5000.0
2454,Moroccan Judeo-Arabic (Morocco),Severely endangered,Morocco,5000.0,1,5000.0
2413,Mo'ang (China),Definitely endangered,China,5000.0,1,5000.0
1094,Miji,Definitely endangered,India,5000.0,1,5000.0
1125,Jirel,Definitely endangered,Nepal,4919.0,1,4919.0
468,Dolgan,Definitely endangered,Russian Federation,4865.0,1,4865.0
2057,Romani (Colombia),Vulnerable,Colombia,4858.0,1,4858.0
1160,Tsum,Definitely endangered,Nepal,4786.0,1,4786.0
993,Northern Tlapanec,Vulnerable,Mexico,4771.0,1,4771.0
1850,Gawar-Bati,Definitely endangered,"Pakistan, Afghanistan",9500.0,2,4750.0
2028,Taroko,Vulnerable,China,4750.0,1,4750.0
151,Kivallirmiutut,Vulnerable,Canada,4675.0,1,4675.0
1283,Puebla Mazatec,Vulnerable,Mexico,4660.0,1,4660.0
954,Zapotec of Petapa,Definitely endangered,Mexico,4613.0,1,4613.0
1086,Dungmali,Definitely endangered,Nepal,4609.0,1,4609.0
1427,Saryg Yugur,Severely endangered,China,4600.0,1,4600.0
2373,Qikiqtaaluk uannangani,Vulnerable,Canada,4550.0,1,4550.0
1689,Afitti,Severely endangered,Sudan,4512.0,1,4512.0
1219,Motuo Menba,Definitely endangered,"China, India",9000.0,2,4500.0
748,Nomatsiguenga,Severely endangered,Peru,4500.0,1,4500.0
2326,Wotu,Vulnerable,Indonesia,4500.0,1,4500.0
713,Tokelauan,Severely endangered,Tokelau,4500.0,1,4500.0
1111,Wambule,Vulnerable,Nepal,4471.0,1,4471.0
688,Southern East Cree,Vulnerable,Canada,4455.0,1,4455.0
1673,Arbore,Definitely endangered,Ethiopia,4441.0,1,4441.0
58,Ebang,Severely endangered,Sudan,4412.0,1,4412.0
1327,Tafi,Vulnerable,Ghana,4400.0,1,4400.0
1101,Puma,Severely endangered,Nepal,4310.0,1,4310.0
267,Eastern Montagnais,Vulnerable,Canada,4180.0,1,4180.0
1545,Atikamekw,Vulnerable,Canada,4155.0,1,4155.0
906,Western Zoque,Vulnerable,Mexico,4100.0,1,4100.0
2316,Rahambuu,Vulnerable,Indonesia,4000.0,1,4000.0
13,Baga Sitemu,Severely endangered,Guinea,4000.0,1,4000.0
1047,Godoberi,Definitely endangered,Russian Federation,4000.0,1,4000.0
523,Gazhuo,Definitely endangered,China,4000.0,1,4000.0
459,Evenki (Manchuria),Severely endangered,China,4000.0,1,4000.0
581,Cha'palaa,Definitely endangered,Ecuador,4000.0,1,4000.0
749,Cashinahua (Peru),Definitely endangered,Peru,4000.0,1,4000.0
2312,Napu,Vulnerable,Indonesia,4000.0,1,4000.0
2174,Lishan Didan (Israel),Severely endangered,Israel,4000.0,1,4000.0
878,Acoma-Laguna,Definitely endangered,United States of America,4000.0,1,4000.0
1181,Bunan,Definitely endangered,India,4000.0,1,4000.0
1981,Yanomami (Venezuela),Vulnerable,Venezuela (Bolivarian Republic of),4000.0,1,4000.0
1932,Yanomám,Vulnerable,Brazil,4000.0,1,4000.0
1908,Yagua,Definitely endangered,Peru,4000.0,1,4000.0
717,Zenaga (Mauritania),Severely endangered,Mauritania,4000.0,1,4000.0
2404,Younuo Bunu,Definitely endangered,China,4000.0,1,4000.0
1431,Sinkiang Dagur,Definitely endangered,China,4000.0,1,4000.0
1441,Taa,Definitely endangered,Botswana,4000.0,1,4000.0
1920,Wapishana (Brazil),Definitely endangered,Brazil,4000.0,1,4000.0
54,Tennet,Vulnerable,Sudan,4000.0,1,4000.0
1313,Baga Manduri,Definitely endangered,Guinea,4000.0,1,4000.0
2233,Maleng,Definitely endangered,Lao People's Democratic Republic,4000.0,1,4000.0
1044,Botlikh,Definitely endangered,Russian Federation,4000.0,1,4000.0
1551,Baghati,Critically endangered,India,3976.0,1,3976.0
1552,Bharmauri,Definitely endangered,India,3976.0,1,3976.0
