ID,Name in English,Degree of endangerment,Countries,Number of speakers,country_count,naive_speakers_per_country
618,Krenjê,Extinct,Brazil,0.0,1,0.0
1354,Krevin,Extinct,Latvia,0.0,1,0.0
2046,Kulun,Extinct,China,0.0,1,0.0
189,Kurtjar,Extinct,Australia,0.0,1,0.0
121,Kw'adza,Extinct,United Republic of Tanzania,0.0,1,0.0
124,Kwadi,Extinct,Angola,0.0,1,0.0
125,Kwisi,Extinct,Angola,0.0,1,0.0
460,Kyakala,Extinct,China,0.0,1,0.0
2134,Laghu,Extinct,Solomon Islands,0.0,1,0.0
1149,Langthang Tibetan,Definitely endangered,Nepal,0.0,1,0.0
301,Lenca,Extinct,"El Salvador, Honduras",0.0,2,0.0
111,Li-Ngbee,Extinct,Democratic Republic of the Congo,0.0,1,0.0
2597,Liliali,Extinct,Indonesia,0.0,1,0.0
788,Lipan,Extinct,United States of America,0.0,1,0.0
2204,Lishan Didan (Iran),Extinct,Iran (Islamic Republic of),0.0,1,0.0
2202,Lishana Deni (Iraq),Extinct,Iraq,0.0,1,0.0
2184,Lishanid Noshan (Iraq),Extinct,Iraq,0.0,1,0.0
1156,Loke Tibetan,Definitely endangered,Nepal,0.0,1,0.0
93,Lorkoti,Extinct,Kenya,0.0,1,0.0
796,Lower Chehalis,Extinct,United States of America,0.0,1,0.0
2685,Mahigi,Extinct,Papua New Guinea,0.0,1,0.0
624,Máku,Extinct,Brazil,0.0,1,0.0
540,Malin,Extinct,Myanmar,0.0,1,0.0
2552,Mapia,Extinct,Indonesia,0.0,1,0.0
2647,Maragus,Extinct,Vanuatu,0.0,1,0.0
209,Marrgu,Extinct,Australia,0.0,1,0.0
1895,Matagalpa,Extinct,Nicaragua,0.0,1,0.0
488,Mator,Extinct,Russian Federation,0.0,1,0.0
781,Mattole,Extinct,United States of America,0.0,1,0.0
771,Miami-Illinois,Extinct,United States of America,0.0,1,0.0
839,Migueleño,Extinct,United States of America,0.0,1,0.0
1813,Miraña (Brazil),Critically endangered,Brazil,0.0,1,0.0
630,Mirití Tapuia,Critically endangered,Brazil,0.0,1,0.0
2351,Mlahso (Syria),Extinct,Syrian Arab Republic,0.0,1,0.0
1987,Mlahso (Turkey),Extinct,Turkey,0.0,1,0.0
1295,Mo-peng,Extinct,Sierra Leone,0.0,1,0.0
631,Mochica,Extinct,Peru,0.0,1,0.0
2600,Moksela,Extinct,Indonesia,0.0,1,0.0
825,Molala,Extinct,United States of America,0.0,1,0.0
390,Mozarabic,Extinct,Spain,0.0,1,0.0
2687,Mulaha,Extinct,Papua New Guinea,0.0,1,0.0
1838,Múra,Extinct,Brazil,0.0,1,0.0
35,Nagumi,Extinct,Cameroon,0.0,1,0.0
2601,Naka'ela,Extinct,Indonesia,0.0,1,0.0
104,Napore,Extinct,Uganda,0.0,1,0.0
901,Natchez,Extinct,United States of America,0.0,1,0.0
319,Wanai,Critically endangered,Venezuela (Bolivarian Republic of),0.0,1,0.0
682,Ngarla,Extinct,Australia,0.0,1,0.0
39,Ngong,Extinct,Cameroon,0.0,1,0.0
2603,Nila (Nila Island),Extinct,Indonesia,0.0,1,0.0
813,Nisenan,Extinct,United States of America,0.0,1,0.0
958,Nooksack,Extinct,United States of America,0.0,1,0.0
361,Norn,Extinct,United Kingdom of Great Britain and Northern Ireland,0.0,1,0.0
831,Northeastern Pomo,Extinct,United States of America,0.0,1,0.0
603,Nukiní,Extinct,Brazil,0.0,1,0.0
1257,Nupbikha,Vulnerable,Bhutan,0.0,1,0.0
105,Nyang'i,Extinct,Uganda,0.0,1,0.0
852,Obispeño,Extinct,United States of America,0.0,1,0.0
31,Odut,Extinct,Nigeria,0.0,1,0.0
395,Old Prussian,Extinct,Russian Federation,0.0,1,0.0
158,Old Sirenik,Extinct,Russian Federation,0.0,1,0.0
2709,Uruava,Extinct,Papua New Guinea,0.0,1,0.0
777,Upper Umpqua,Extinct,United States of America,0.0,1,0.0
1432,Ongkor Solon,Extinct,China,0.0,1,0.0
305,Opon-Carare,Extinct,Colombia,0.0,1,0.0
1288,Sanhaja of Srair,Critically endangered,Morocco,0.0,1,0.0
1896,Subtiaba,Extinct,Nicaragua,0.0,1,0.0
797,Upper Chehalis,Extinct,United States of America,0.0,1,0.0
509,Yug,Extinct,Russian Federation,0.0,1,0.0
849,Yuki,Extinct,United States of America,0.0,1,0.0
510,Yurats,Extinct,Russian Federation,0.0,1,0.0
610,Yurutí (Brazil),Extinct,Brazil,0.0,1,0.0
21,Zeem,Extinct,Nigeria,0.0,1,0.0
131,|'Auni,Extinct,South Africa,0.0,1,0.0
136,|Xam,Extinct,South Africa,0.0,1,0.0
1443,ǁKu ǁ'e,Extinct,South Africa,0.0,1,0.0
1445,ǁKx'au,Extinct,South Africa,0.0,1,0.0
856,Ventureño,Extinct,United States of America,0.0,1,0.0
